@relation yeast6
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class  {positive, negative}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.51, 0.58, 0.54, 0.29, 0.5, 0.0, 0.53, 0.22, negative
0.59, 0.43, 0.52, 0.19, 0.5, 0.0, 0.55, 0.27, negative
0.28, 0.37, 0.61, 0.09, 0.5, 0.0, 0.52, 0.55, negative
0.5, 0.57, 0.62, 0.25, 0.5, 0.0, 0.51, 0.22, negative
0.32, 0.32, 0.52, 0.18, 0.5, 0.0, 0.48, 0.34, negative
0.6, 0.57, 0.64, 0.52, 0.5, 0.0, 0.47, 0.28, negative
0.44, 0.44, 0.49, 0.15, 0.5, 0.0, 0.46, 0.27, negative
0.76, 0.74, 0.56, 0.34, 0.5, 0.0, 0.51, 0.3, negative
0.39, 0.44, 0.28, 0.12, 0.5, 0.0, 0.46, 0.27, negative
0.37, 0.42, 0.46, 0.15, 0.5, 0.0, 0.51, 0.31, negative
0.6, 0.4, 0.52, 0.46, 0.5, 0.0, 0.53, 0.22, negative
0.58, 0.37, 0.58, 0.16, 0.5, 0.0, 0.51, 0.22, negative
0.64, 0.53, 0.45, 0.13, 0.5, 0.0, 0.53, 0.22, negative
0.42, 0.5, 0.59, 0.17, 0.5, 0.0, 0.51, 0.22, negative
0.51, 0.56, 0.51, 0.42, 0.5, 0.0, 0.53, 0.36, negative
0.25, 0.36, 0.58, 0.3, 0.5, 0.0, 0.58, 0.31, negative
0.51, 0.4, 0.5, 0.28, 0.5, 0.0, 0.48, 0.27, negative
0.62, 0.33, 0.49, 0.24, 0.5, 0.0, 0.51, 0.42, negative
0.43, 0.48, 0.53, 0.18, 0.5, 0.0, 0.46, 0.22, negative
0.33, 0.17, 0.52, 0.13, 0.5, 0.0, 0.51, 0.75, negative
0.49, 0.44, 0.45, 0.22, 0.5, 0.0, 0.51, 0.22, negative
0.38, 0.45, 0.37, 0.19, 0.5, 0.0, 0.52, 0.3, negative
0.45, 0.4, 0.43, 0.22, 0.5, 0.0, 0.51, 0.48, negative
0.74, 0.89, 0.32, 0.24, 0.5, 0.0, 0.54, 0.32, negative
0.29, 0.4, 0.41, 0.48, 0.5, 0.0, 0.53, 0.3, negative
0.63, 0.56, 0.52, 0.21, 0.5, 0.0, 0.5, 0.22, negative
0.59, 0.54, 0.53, 0.14, 0.5, 0.0, 0.48, 0.22, negative
0.52, 0.56, 0.55, 0.16, 0.5, 0.0, 0.53, 0.39, negative
0.74, 0.67, 0.47, 0.34, 0.5, 0.0, 0.42, 0.22, positive
0.49, 0.39, 0.52, 0.29, 0.5, 0.0, 0.48, 0.22, positive
0.81, 0.85, 0.47, 0.37, 0.5, 0.0, 0.56, 0.22, positive
0.8, 0.63, 0.45, 0.29, 0.5, 0.0, 0.51, 0.22, positive
0.69, 0.7, 0.52, 0.36, 0.5, 0.0, 0.46, 0.22, positive
0.77, 0.79, 0.58, 0.23, 0.5, 0.0, 0.48, 0.22, positive
0.77, 0.87, 0.47, 0.37, 0.5, 0.0, 0.48, 0.22, positive
0.81, 0.82, 0.41, 0.36, 0.5, 0.0, 0.39, 0.22, positive
0.84, 0.63, 0.38, 0.23, 0.5, 0.0, 0.53, 0.22, positive
0.89, 0.77, 0.36, 0.34, 0.5, 0.0, 0.44, 0.22, positive
0.68, 0.68, 0.49, 0.15, 0.5, 0.0, 0.53, 0.22, positive
0.46, 0.42, 0.6, 0.21, 0.5, 0.0, 0.4, 0.22, positive
0.8, 0.81, 0.55, 0.35, 0.5, 0.0, 0.42, 0.22, positive
0.79, 0.74, 0.49, 0.33, 0.5, 0.0, 0.48, 0.22, positive
0.51, 0.65, 0.53, 0.19, 0.5, 0.0, 0.49, 0.22, positive
0.74, 0.72, 0.5, 0.28, 0.5, 0.0, 0.5, 0.27, positive
0.77, 0.72, 0.48, 0.26, 0.5, 0.0, 0.51, 0.22, positive
0.74, 0.74, 0.51, 0.27, 0.5, 0.0, 0.5, 0.22, positive
0.74, 0.71, 0.52, 0.3, 0.5, 0.0, 0.27, 0.22, positive
0.77, 0.73, 0.51, 0.27, 0.5, 0.0, 0.34, 0.22, positive
0.66, 0.65, 0.54, 0.4, 0.5, 0.0, 0.51, 0.22, positive
0.77, 0.73, 0.49, 0.46, 0.5, 0.0, 0.38, 0.22, positive
0.83, 0.81, 0.45, 0.38, 0.5, 0.0, 0.4, 0.26, positive
0.74, 0.82, 0.46, 0.24, 0.5, 0.0, 0.5, 0.31, positive
0.74, 0.82, 0.46, 0.24, 0.5, 0.0, 0.48, 0.22, positive
0.75, 0.76, 0.58, 0.22, 0.5, 0.0, 0.49, 0.22, positive
0.71, 0.64, 0.42, 0.28, 0.5, 0.0, 0.43, 0.22, positive
0.8, 0.79, 0.43, 0.25, 0.5, 0.0, 0.52, 0.22, positive
