@relation yeast6
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class  {positive, negative}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.45, 0.56, 0.54, 0.32, 0.5, 0.0, 0.57, 0.22, negative
0.58, 0.6, 0.51, 0.24, 0.5, 0.0, 0.53, 0.22, negative
0.64, 0.62, 0.29, 0.28, 0.5, 0.0, 0.51, 0.22, negative
0.51, 0.46, 0.49, 0.21, 0.5, 0.0, 0.55, 0.22, negative
0.55, 0.79, 0.45, 0.25, 0.5, 0.0, 0.51, 0.22, negative
0.5, 0.49, 0.59, 0.47, 0.5, 0.0, 0.49, 0.36, negative
0.54, 0.65, 0.49, 0.34, 0.5, 0.0, 0.52, 0.22, negative
0.47, 0.59, 0.43, 0.13, 0.5, 0.0, 0.56, 0.3, negative
0.43, 0.39, 0.54, 0.14, 0.5, 0.0, 0.47, 0.22, negative
0.55, 0.72, 0.35, 0.26, 0.5, 0.0, 0.49, 0.22, negative
0.42, 0.37, 0.59, 0.2, 0.5, 0.0, 0.52, 0.29, negative
0.36, 0.37, 0.63, 0.25, 0.5, 0.0, 0.3, 0.22, negative
0.71, 0.59, 0.53, 0.15, 0.5, 0.0, 0.49, 0.33, negative
0.61, 0.52, 0.5, 0.44, 0.5, 0.0, 0.53, 0.22, negative
0.45, 0.43, 0.63, 0.4, 0.5, 0.0, 0.59, 0.11, negative
0.33, 0.48, 0.55, 0.16, 0.5, 0.0, 0.53, 0.75, negative
0.42, 0.38, 0.52, 0.29, 0.5, 0.0, 0.42, 0.22, negative
0.49, 0.6, 0.42, 0.18, 0.5, 0.0, 0.58, 0.28, negative
0.49, 0.45, 0.54, 0.4, 0.5, 0.0, 0.55, 0.22, negative
0.57, 0.35, 0.5, 0.43, 0.5, 0.0, 0.53, 0.22, negative
0.44, 0.41, 0.44, 0.13, 0.5, 0.0, 0.49, 0.42, negative
0.57, 0.49, 0.5, 0.2, 0.5, 0.0, 0.51, 0.28, negative
0.46, 0.46, 0.53, 0.23, 0.5, 0.0, 0.51, 0.22, negative
0.5, 0.51, 0.57, 0.27, 0.5, 0.0, 0.48, 0.22, negative
0.51, 0.46, 0.4, 0.65, 0.5, 0.0, 0.49, 0.22, negative
0.57, 0.54, 0.32, 0.15, 0.5, 0.0, 0.52, 0.25, negative
0.37, 0.37, 0.51, 0.38, 0.5, 0.0, 0.44, 0.22, negative
0.55, 0.47, 0.53, 0.2, 0.5, 0.0, 0.4, 0.22, negative
0.74, 0.67, 0.47, 0.34, 0.5, 0.0, 0.42, 0.22, positive
0.81, 0.85, 0.47, 0.37, 0.5, 0.0, 0.56, 0.22, positive
0.69, 0.7, 0.52, 0.36, 0.5, 0.0, 0.46, 0.22, positive
0.77, 0.79, 0.58, 0.23, 0.5, 0.0, 0.48, 0.22, positive
0.82, 0.78, 0.49, 0.23, 0.5, 0.0, 0.46, 0.22, positive
0.82, 0.75, 0.54, 0.23, 0.5, 0.0, 0.46, 0.22, positive
0.77, 0.87, 0.47, 0.37, 0.5, 0.0, 0.48, 0.22, positive
0.81, 0.82, 0.41, 0.36, 0.5, 0.0, 0.39, 0.22, positive
0.84, 0.63, 0.38, 0.23, 0.5, 0.0, 0.53, 0.22, positive
0.89, 0.77, 0.36, 0.34, 0.5, 0.0, 0.44, 0.22, positive
0.87, 0.83, 0.57, 0.36, 0.5, 0.0, 0.36, 0.22, positive
0.79, 0.74, 0.49, 0.33, 0.5, 0.0, 0.48, 0.22, positive
0.41, 0.59, 0.46, 0.19, 0.5, 0.0, 0.36, 0.22, positive
0.51, 0.65, 0.53, 0.19, 0.5, 0.0, 0.49, 0.22, positive
0.74, 0.72, 0.5, 0.28, 0.5, 0.0, 0.5, 0.27, positive
0.74, 0.72, 0.5, 0.28, 0.5, 0.0, 0.49, 0.27, positive
0.77, 0.72, 0.48, 0.26, 0.5, 0.0, 0.51, 0.22, positive
0.74, 0.74, 0.51, 0.27, 0.5, 0.0, 0.5, 0.22, positive
0.77, 0.78, 0.51, 0.28, 0.5, 0.0, 0.33, 0.22, positive
0.74, 0.71, 0.52, 0.3, 0.5, 0.0, 0.27, 0.22, positive
0.77, 0.73, 0.51, 0.27, 0.5, 0.0, 0.34, 0.22, positive
0.77, 0.73, 0.49, 0.46, 0.5, 0.0, 0.38, 0.22, positive
0.7, 0.58, 0.53, 0.39, 0.5, 0.0, 0.59, 0.22, positive
0.83, 0.81, 0.45, 0.38, 0.5, 0.0, 0.4, 0.26, positive
0.74, 0.82, 0.46, 0.24, 0.5, 0.0, 0.5, 0.31, positive
0.75, 0.76, 0.58, 0.22, 0.5, 0.0, 0.49, 0.22, positive
0.71, 0.64, 0.42, 0.28, 0.5, 0.0, 0.43, 0.22, positive
0.8, 0.79, 0.43, 0.25, 0.5, 0.0, 0.52, 0.22, positive
