@relation yeast4
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class  {positive, negative}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.45, 0.59, 0.53, 0.74, 0.5, 0.0, 0.47, 0.25, negative
0.36, 0.68, 0.46, 0.16, 0.5, 0.0, 0.53, 0.28, negative
0.32, 0.38, 0.52, 0.2, 0.5, 0.0, 0.52, 0.28, negative
0.39, 0.4, 0.53, 0.67, 0.5, 0.0, 0.47, 0.22, negative
0.55, 0.59, 0.47, 0.64, 0.5, 0.0, 0.54, 0.33, negative
0.63, 0.53, 0.54, 0.4, 0.5, 0.0, 0.5, 0.22, negative
0.54, 0.44, 0.55, 0.48, 0.5, 0.0, 0.47, 0.22, negative
0.51, 0.38, 0.42, 0.21, 0.5, 0.0, 0.46, 0.34, negative
0.58, 0.43, 0.32, 0.11, 0.5, 0.0, 0.49, 0.22, negative
0.5, 0.57, 0.62, 0.25, 0.5, 0.0, 0.51, 0.22, negative
0.49, 0.31, 0.34, 0.13, 0.5, 0.0, 0.52, 0.22, negative
0.4, 0.36, 0.32, 0.16, 0.5, 0.0, 0.51, 0.27, negative
0.4, 0.42, 0.57, 0.35, 0.5, 0.0, 0.53, 0.25, negative
0.39, 0.42, 0.49, 0.1, 0.5, 0.0, 0.49, 0.65, negative
0.48, 0.34, 0.47, 0.14, 0.5, 0.0, 0.47, 0.26, negative
0.35, 0.68, 0.57, 0.4, 0.5, 0.0, 0.53, 0.36, negative
0.53, 0.51, 0.55, 0.05, 0.5, 0.0, 0.45, 0.25, negative
0.33, 0.17, 0.52, 0.13, 0.5, 0.0, 0.51, 0.75, negative
0.39, 0.35, 0.49, 0.17, 0.5, 0.0, 0.49, 0.22, negative
0.46, 0.61, 0.38, 0.35, 0.5, 0.0, 0.49, 0.22, negative
0.41, 0.48, 0.54, 0.24, 0.5, 0.0, 0.37, 0.51, negative
0.69, 0.5, 0.49, 0.42, 0.5, 0.0, 0.49, 0.22, negative
0.37, 0.58, 0.5, 0.22, 0.5, 0.0, 0.47, 0.22, negative
0.44, 0.42, 0.57, 0.22, 0.5, 0.0, 0.5, 0.25, negative
0.49, 0.37, 0.59, 0.17, 0.5, 0.0, 0.51, 0.22, negative
0.49, 0.46, 0.54, 0.18, 0.5, 0.0, 0.35, 0.22, negative
0.55, 0.57, 0.51, 0.07, 0.5, 0.0, 0.55, 0.22, negative
